序号,vid,uid,弹幕
861,820,708,完全够用，X光连一些较厚的金属板都穿不过去，你手里带的戒指都穿不过去
862,915,627,这东西不是独创吧，国内浙大也有一教授做了相关工作
863,493,5,勇敢的少年快去面对未知的考验
864,744,331,哈哈哈哈哈哈
865,209,716,这是宝藏
866,982,423,冲鸭！！
867,282,882,黑猪
868,357,788,这是简单影增么
869,934,906,追上崔雨馨(年级前十)
870,18,434,哇哦耶
871,697,41,猪狗不如
872,914,944,是个畸形
873,436,442,多买点寒假作业累死自己嗯都是压岁钱不能放弃
874,359,229,输入内化输出   应用
875,129,314,哈哈哈哈哈哈
876,647,465,我用的是春节序曲
877,723,503,哈哈哈哈哈索隆快乐鸟
878,958,170,魔封波碎片
879,981,701,牛哇
880,962,731,薛定谔的盲盒
881,461,307,好萌啊
882,968,434,致敬
883,723,978,狐狸待机室被雨琦打：哦妈妈
884,334,874,不是
885,118,798,真家伙？！
886,413,622,猝不及防
887,303,332,别骂了别骂了
888,298,810,比博燃！
889,549,12,变得非常讨厌他
890,377,302,卧槽
891,504,399,无中生友
892,253,805,前面那个说巴西雨林的，没有你会更好，而不是在这里不让被人不吃肉。
893,721,854,逻辑鬼才
894,669,621,这我可没啊，就替我朋友看看
895,362,754,我连书桌都没有
896,311,477,好像雨琦
897,543,0,达尔文震怒
898,806,445,3为了钱
899,758,722,多胎入卵是怎么想的…多精啊
900,957,409,高考选的是会思考的学生
901,903,106,再来亿遍
902,817,804,1111
903,438,826,1111
904,346,901,致敬英雄
905,198,721,哈哈哈哈哈哈哈哈哈哈
906,541,412,我用了好久了
907,408,659,前方高能！
908,388,951,刚才好可爱啊
909,170,746,16
910,596,456,哎
911,179,145,减少焦虑
912,356,375,继父瑞士人
913,514,130,好真实啊
914,376,204,♂
915,470,162,无中生友
916,944,780,理解
917,629,722,字母穿过了他的脑袋 doge
918,594,126,画个画，玩个乐器我觉得都是很不错的选择
919,534,410,卧槽
920,405,324,金jisoo:牛安~
921,828,698,不是
922,504,24,致敬
923,88,823,三年
924,421,763, 不是刚说2016年都没啥了咋又回到1996年了
925,540,775,气死了
926,830,549,所以只要我开心，谁都不能说我早
927,398,361,十分对不起当年被我偷菜的小伙伴哈哈哈哈
928,764,213,所以说啊 先入关中者为王
929,179,131,哈哈哈哈
930,936,816,致敬
931,762,18,牛啊
932,35,672,happiness！
933,20,658,毕导牛逼！
934,532,632,《只》？《很痛苦》？
935,89,601,这颜色好漂亮
936,390,210,好家伙  我以为是蛆呢 流了流口水。。。
937,905,840,考研上岸啊啊
938,807,32,郎平！！！！
939,553,873,1.目前状态
940,141,587,两种方式有区别的
941,504,375,？？
942,703,642,小亮痛失网名
943,33,293,哈哈哈哈哈哈哈哈哈哈
944,56,601,怎么感觉跟机翻似的。。。
945,727,712,下定决心
946,125,657,一线老哥送的？这盗的吧
947,673,179,nbnb
948,188,90,那叫透盒
949,941,839,笑死我了，模仿的太像
950,562,108,警察吧
951,78,225,彩票
952,592,355,牛
953,253,585,牢 底 坐 穿 虫
954,778,664,终于知道罗老师为什么录的那么快了
955,845,171,原来如此
956,982,571,NB
957,445,349,大佬
958,421,241,兽世文？？？？
959,439,328,心理暗示。
960,472,214,还有黑山羊也是一样的
961,354,884,像莲雾耶
962,476,38,你可能不是最快的，但你是最幸运的
963,964,518,致敬
964,172,221,读秒读慢了 你怎么读秒的 我真的生气了
965,618,905,极高爆发
966,51,811,我有一个朋友
967,628,381,海龟原来要一天的时间啊。
968,228,923,1.25正常语速
969,183,550,我没有甲状腺
970,314,711,观    察
971,982,767,猪都不如
972,517,104,罗红艺术馆
973,203,56,妙啊
974,813,118,小时候坐车，高速公路两边经常有那种废弃的荒田，每次看到的第一个想法就是这些田都可以拿来种！
975,37,229,什么物理 科学 化学 核技术 用大学？直接bilibili启动
976,544,362,辛苦了
977,810,147,这玩意很危险
978,543,796,哈哈哈哈哈哈哈哈哈哈
979,79,956,音乐学院
980,50,562,一 线
981,900,409,爷青回
982,6,554,Would like do
983,51,576,危
984,214,27,hahahah
985,375,509,确实
986,357,898,我们是第一
987,149,733,真大片
988,373,583,毕导赛高！！
989,497,79,这个涨知识了
990,756,902,自己最了解自己
991,240,421,梦幻联动
992,776,367,想和男朋友一起上高中上大学在一起很久很久
993,439,291,民法角度犯罪？？？？啥玩意
994,371,526,印度杏菜
995,118,278,致敬
996,674,660,哈哈哈哈哈哈哈哈玩mc疯狂种菜
997,361,429,0
998,875,0,his.story
999,253,658,我要排班级前二十
1000,936,820,你想想你为什么会点进这个视频
1001,498,857,是我
1002,88,915,买卖犯法，那我要是在国外买了然后上交国家呢？
1003,84,379,下定决心
1004,312,721,知道迁校了，你西交可真是带找机会就来刷。
1005,352,541,哈哈哈哈哈
1006,298,335,呵呵呵
1007,255,170,泪目
1008,531,395,我喜欢吃肥肉
1009,739,374,成虫打碎给幼虫吃
1010,566,162,六千多收藏，你们是魔鬼吗？？哈哈哈哈哈哈
1011,869,112,什么时候回归啊，我觉得颜值支撑不起我看观察网的动力了
1012,528,538,是真的
1013,145,386,hh
1014,836,86,←hour是辅音开头，但不是辅音因素
1015,140,863,我们大学老师觉得如果你说like就显得你很不educated
1016,828,736,我真的可以不玩手机..但真是无聊又玩手机了
1017,933,228,单飞啦
1018,291,876,阿愣打我
1019,105,118,罗翔
1020,97,208,致敬
1021,893,554,哈哈哈哈，忘了小时候那个偷菜吗
1022,302,767,rap star就是你
1023,791,781,一键跳闸
1024,833,244,哈哈哈哈
1025,826,547,？
1026,797,783,人
1027,629,400,致敬
1028,933,638,人脉
1029,37,681,腹肌南波湾
1030,390,176,哇
1031,571,961,哈哈哈哈哈哈哈哈哈哈哈哈哈
1032,542,914,안녕 이젠 goodbye
1033,69,856,为了自己将来不被站在高处的人鄙视，为了想买的东西可以毫不犹豫的买
1034,343,9,666666
1035,61,926,牛批！
1036,806,508,웃지마 
1037,29,472,看小视屏特别耗时间
1038,894,810,铁路yyds
1039,157,867,通了！！！
1040,41,10,、
1041,840,962,迅龙？
1042,338,78,清华
1043,600,6,用真题弄懂真题
1044,79,251,66666666
1045,979,655,主不在乎
1046,459,688,毕导排面
1047,504,14,帮我朋友看看
1048,933,64,好活，当赏
1049,343,787,谢谢！
1050,617,901,中国土猪本来就是优选的品种，古时候油脂少，土猪就是对油脂的重要来源。
1051,247,836,自律
1052,174,191,nidus
1053,866,686,这是表达了个啥。
1054,739,713,聊天
1055,93,523,北京动物园有两只树懒
1056,406,452,辛苦了
1057,219,199,太真实了
1058,847,481,？
1059,247,891,老师，已经开始发呆了
1060,671,368,stm黄色闪电
1061,421,692,爷青回
1062,599,728,丝滑
1063,271,713,真·水猴子
1064,532,232,国士无双
1065,161,810,配音很帅
1066,476,298,都是大佬魔鬼
1067,113,805,不亏是种猪，这么大
1068,528,484,好家伙明天开学了
1069,784,466,一应既全，甚至还有电脑
1070,454,91,真的，不背单词很好用，还会根据遗忘规律帮助复习
1071,603,58,毕导！！！
1072,206,298,我输了
1073,507,784,开局一个蛋
1074,513,751,二 岩 猯 藏
1075,10,727,然后睡着了
1076,309,248,amazing
1077,587,155,其他的都是一样的相同的不分你我，不存在输赢
1078,48,865,2
1079,207,554,能带到盲盒店里去扫吗？
1080,622,386,懂了，猪肉基金
1081,407,828,说450加油的哪个更要加油啊！
1082,880,438,别骂了别骂了hhhhh
1083,929,55,无 中 生 友 
1084,725,454,黑色
1085,898,163,《  我  有  好  几  个  朋  友  》
1086,474,654,a.认清现实 认清自我
1087,258,807,666
1088,49,548,啊这，那个沙变土是个骗局
1089,439,922,怎么可能
1090,54,586,该说不说我ct架点挺行
1091,596,695,哎一古，成社长！
1092,482,10,?
1093,294,792,霍金：我没说过！！
1094,290,770,真实
1095,255,247,想要达到它
1096,733,743,一个赞一本初中练习册 应该不会有人看到我吧​
1097,712,797,但是弯道不能超车
1098,838,846,帮朋友看看
1099,58,684,这个地方我来过
1100,269,259,1
1101,344,969,？
1102,628,453,水猴子
1103,435,621,1
1104,248,977,致敬
1105,274,342,python????
1106,397,485,印度神油
1107,200,594,走进神奇
1108,810,595,不是可能，是完全吊打。。所有人都玩
1109,721,594,漂亮
1110,84,677,闪电
1111,891,577,戈登拉姆齐老亲戚了
1112,515,229,dio：jojo我不做人了
1113,725,838,WC收藏量？！
1114,574,527,靠你，你是种猪
1115,755,415,下定决心
1116,70,174,《弯道超车被交警抓》
1117,666,494,哈哈哈哈哈哈哈
1118,588,175,啊这
1119,562,93,2
1120,790,522,失踪人口回归
1121,311,42,致敬
1122,34,27,前方高能
1123,446,243,哈哈哈哈哈哈哈哈哈哈哈哈哈哈
1124,109,846,+-
1125,509,341,好多人=自己
1126,785,346,ohhhhh
1127,449,302,6666666
1128,703,3,外面那层是夹馍
1129,640,476,感恩
1130,203,12,鹅鹅鹅鹅鹅鹅鹅鹅
1131,632,754,都有
1132,291,951,得先让老百姓有钱
1133,3,97,好耶
1134,136,819,是我……对任何事都没有兴趣……
1135,653,633,学习新思想，争做新青年刷起来
1136,612,382,我想变成，有钱人
1137,273,797,为什么要给罗翔老师左声道啊，罗翔老师的耳机听不见左声道啊（
1138,465,618,我444
1139,472,526,为了变得更优秀
1140,363,658,赶紧给我变！
1141,190,454,致敬！
1142,217,822,艾  尔  迪  亚  恶  魔（doge
1143,753,584,玩球了
1144,339,766,这是用来辟邪的吧?
1145,768,914,进入我的
1146,645,847,反客为主
1147,673,64,jia z g
1148,801,488,我打哈欠了
1149,294,398,谢谢
1150,779,379,闪电战
1151,884,74,比博燃
1152,867,774,网课模式
1153,318,241,这不比博人转热血？
1154,54,676,Ohhhhhhhhhh
1155,740,88,细胞融合
1156,239,933,减肥
1157,211,639,爷青回
1158,526,226,ohhhhh
1159,954,953,二百多分呢
1160,584,28,卧槽星际大战
1161,127,250,夸 父 追 日
1162,701,94,不用太担心，找不到女朋友的
1163,857,51,我460加油
1164,706,271,老外牛逼啊！
1165,774,730,哈哈哈哈哈
1166,189,469,我帮朋友看看
1167,435,953,我们这边土话叫狗夹
1168,692,186,？？？
1169,469,525,第一首曲子有用，很平静
1170,785,261,所以就是现在这个样子了，女人等于麻烦，我最害怕女人了
1171,306,901,种菜基本操作，水稻有点离谱
1172,98,341,可笑，我根本没有上车
1173,919,928,好可爱
1174,877,178,闺蜜算干扰物吗？
1175,204,682,玩mc没田没菜我都不下矿
1176,483,445,各位淑女出来吧
1177,363,892,这不是来了吗
1178,119,864,我悟了
1179,438,296,我觉得挺好看的哇
1180,642,484,哥还在发育中给我整笑了哈哈哈哈哈哈
1181,581,522,卧槽
1182,936,103,对
1183,216,909,王    之    蔑    笑
1184,736,777,我会空格
1185,416,399,我是没有女朋友，但我结婚了啊，嘿嘿
1186,248,280,哎哟我擦！我真的差点信了！
1187,207,316,好家伙 ，胆子挺大 
1188,685,14,哈?
1189,270,936,双标
1190,677,220,真不错
1191,515,576,我二十个，跳远两米八
1192,318,912,对٩(๑^o^๑)۶
1193,922,873,这是模拟的吧
1194,926,291,贱
1195,109,850,真香
1196,394,33,你好，我是范闲
1197,714,464,听口音朝阳的？
1198,34,741,工资就是不涨啊
1199,879,789,专业
1200,328,315,有病吧
1201,931,638,?这么少吗，7年日均就。。。。。
1202,307,276,忘記喝孟婆湯了嗎
1203,427,659,完了，看来我一生就要结束了
1204,106,655,ohhhhh
1205,166,314,？？？？
1206,852,948,天呐...
1207,869,327,疫苗！
1208,968,135,大清早的有人才怪吧……
1209,725,767,卧槽
1210,207,298,无期
1211,223,854,天赋
1212,343,275,是一个孤独的整体（doge）
1213,965,706,我喜欢我乐意
1214,563,240,333
1215,385,495,暗示不够大
1216,681,766,哈哈哈哈这？？
1217,146,236,1
1218,749,394,我们现在也是动物，不过自诩为高级罢了
1219,617,628,一不小心就弯了可不得谨慎嘛
1220,683,25,最近在看
1221,290,885,我想起我大学这个数据都是体委乱杀
1222,251,184,还买了
1223,689,224,哈哈哈哈哈哈
1224,142,888,去年我去南大面试的时候就问了这个问题 然后我说但是我来了
1225,947,225,爱了爱了，粉你！
1226,369,529,扯淡，要是家和工作本身就在四五线，还逼我搬家换工作不成？
1227,772,49,好冷
1228,331,941,虚荣心
1229,809,425,？？？
1230,481,118,卧槽，体重和身高刚好超平均值一点点
1231,238,960,1
1232,712,104,好家伙
1233,581,160,中专怎么了？不是人人都是读书的料子
1234,306,94,三十年低通胀你信吗？
1235,852,444,但我第二学历是985啊，哈哈哈
1236,475,615,卧槽原来文里说的是真的！
1237,614,173,卧槽 颤抖竟然是真的？？
1238,150,496,握草
1239,722,320,哈哈哈哈哈
1240,647,170,人不能…至少不应该…
1241,841,528,？？？？？
1242,934,176,不买了
1243,529,970,央视nb
1244,641,751,我已经快跌到底了
1245,920,705,被白嫖~~
1246,547,572,这么短的吗
1247,640,402,天啊
1248,341,943,梦开始的地方
1249,458,650,敏捷一堆主c，是被gank吧hh
1250,75,106,能别以这种说教的讨厌方式说话么
1251,833,139,TMD
1252,205,47,判刑老师
1253,539,412,草！！！！！！！
1254,294,632,我们就是一堆细胞
1255,821,470,鸽子
1256,140,149,卧槽乐可是真的
1257,108,71,我妈被忽悠着买了一份 还瞒着我和我爸
1258,930,733,牛逼卧槽
1259,517,878,厉害了厉害了
1260,114,456,让他当老师
1261,915,936,震惊
1262,90,581,明天来上班
1263,95,857,我是居然在这方面是少数
1264,453,417,好家伙，春联被黑的最惨的一次
1265,165,552,走了走了
1266,639,7,1
1267,783,104,复读机
1268,857,628,引体向上没问题，但是跳远就...
1269,231,411,紧急之时无法律
1270,335,843,？？？
1271,374,352,我靠
1272,40,156,？？？？
1273,440,391,你这说的不严谨啊 怎么比的
1274,274,538,好家伙
1275,295,263,复读机
1276,515,890,老东西
1277,95,784,两边的色调都不一样，应该只是雷姆的一部分吧？
1278,316,744,我…我不知道
1279,305,664,好活
1280,586,790,一本正经的胡说八道，连样本数量都没有，哪个城市做的？针对人群是那些？通通没有，垃圾
1281,843,2,海豚竟是我自己
1282,969,938,？？？？
1283,817,929,草，真的害怕
1284,739,738,真香
1285,606,739,我买了1980年
1286,161,868,指black的血老板
1287,220,813,我没慌，我心里火了，诶
1288,578,751,强行估价
1289,624,673,嗯剪
1290,45,888,BBC精髓，内行
1291,469,608,草
1292,794,43,感觉在学免疫学哈哈哈
1293,296,112,义乌城里均价三万了
1294,950,154,央美？？？？
1295,131,812,最基础的图像处理内容
1296,723,239,哈哈哈
1297,131,755,明日之后新手导游也叫瑞秋/doge
1298,813,128,好家伙，半本历史书了
1299,169,199,所以这张图会占据更多内部
1300,355,820,哈哈，你要不得奖我就不看BBC了
1301,537,96,没钱的让上交？傻了吧，这尼玛是土夫子啊
1302,874,258,好家伙
1303,247,538,黑历史细胞
1304,177,5,你先问问人类自己
1305,737,924,哈哈哈哈哈哈哈哈哈哈哈哈
1306,94,616,1
1307,464,760,变纯0
1308,825,25,无纸笔听题真的很难
1309,656,625,2
1310,243,603,黑历史！
1311,584,538,这个人就是房地产行业的既得利益者，睁眼说瞎话
1312,360,979,镭纪元，不光是镭，还有钍和铀，都被认为是有益健康的
1313,460,28,1
1314,443,81,123
1315,246,509,买入又是多少呢
1316,323,612,不不不江苏也开始新高考啦
1317,844,9,基金10亿8亿的一大把，人家怎么都有一两百亿，我都不知道你想说什么
